76,33,4.27,535.31,343.87,1200.81,1,-1,-1,-1
77,33,15.41,536.05,356.95,1204.02,1,-1,-1,-1
78,33,22.85,534.25,368.10,1206.88,1,-1,-1,-1
79,33,41.37,537.24,385.06,1204.04,1,-1,-1,-1
80,33,60.29,539.76,398.18,1191.61,1,-1,-1,-1
81,33,70.18,543.46,409.17,1193.96,1,-1,-1,-1
82,33,77.80,545.45,417.68,1193.43,1,-1,-1,-1
83,33,95.87,550.22,433.08,1189.83,1,-1,-1,-1
84,33,114.06,551.92,445.91,1178.32,1,-1,-1,-1
85,33,130.45,553.84,458.89,1173.42,1,-1,-1,-1
86,33,143.10,549.75,474.91,1176.44,1,-1,-1,-1
87,33,159.38,551.54,486.98,1173.61,1,-1,-1,-1
88,33,174.77,546.14,500.53,1168.61,1,-1,-1,-1
89,33,188.74,546.78,515.00,1174.82,1,-1,-1,-1
90,33,200.82,546.34,521.87,1167.92,1,-1,-1,-1
91,33,215.30,547.50,532.06,1164.04,1,-1,-1,-1
92,7,348.11,574.25,543.91,1047.13,1,-1,-1,-1
92,33,228.54,547.78,544.10,1161.98,1,-1,-1,-1
93,7,340.18,572.61,537.35,1052.37,1,-1,-1,-1
93,33,251.58,544.87,551.12,1130.92,1,-1,-1,-1
94,7,333.58,571.97,532.04,1054.87,1,-1,-1,-1
94,33,265.00,538.01,565.93,1130.05,1,-1,-1,-1
95,33,276.60,539.05,573.07,1127.10,1,-1,-1,-1
96,33,288.27,539.47,586.70,1136.20,1,-1,-1,-1
97,33,295.53,541.63,597.26,1146.99,1,-1,-1,-1
98,33,306.73,540.48,610.99,1153.13,1,-1,-1,-1
99,7,282.30,571.76,483.01,1067.95,1,-1,-1,-1
99,33,321.89,544.01,622.80,1151.56,1,-1,-1,-1
100,33,341.04,558.61,631.41,1147.00,1,-1,-1,-1
101,33,351.83,561.44,639.98,1147.32,1,-1,-1,-1
102,33,364.41,563.09,651.66,1147.47,1,-1,-1,-1
103,33,372.44,554.99,662.39,1147.56,1,-1,-1,-1
104,33,378.10,547.97,672.18,1150.92,1,-1,-1,-1
105,33,383.10,546.61,681.39,1160.10,1,-1,-1,-1
106,33,392.56,547.41,686.36,1153.10,1,-1,-1,-1
107,33,403.95,545.08,698.04,1153.03,1,-1,-1,-1
108,33,406.32,545.54,703.58,1160.91,1,-1,-1,-1
109,33,418.37,545.07,712.19,1155.34,1,-1,-1,-1
110,33,424.23,542.92,714.04,1145.25,1,-1,-1,-1
