4,7,1024.18,475.33,1112.26,692.46,1,-1,-1,-1
5,7,1030.45,476.07,1118.33,692.00,1,-1,-1,-1
6,7,1038.06,476.99,1125.44,691.14,1,-1,-1,-1
7,7,1041.46,478.69,1127.95,690.16,1,-1,-1,-1
8,19,418.99,511.09,486.95,654.30,1,-1,-1,-1
8,7,1046.30,480.64,1133.15,691.97,1,-1,-1,-1
9,7,1049.21,480.58,1136.84,692.63,1,-1,-1,-1
10,19,415.33,513.49,484.14,657.44,1,-1,-1,-1
10,7,1055.86,488.03,1140.39,691.51,1,-1,-1,-1
11,2,1054.34,510.60,1112.86,654.64,1,-1,-1,-1
11,7,1062.49,490.03,1146.68,691.79,1,-1,-1,-1
12,7,1071.95,487.25,1157.84,693.94,1,-1,-1,-1
13,7,1077.79,483.51,1165.17,694.72,1,-1,-1,-1
14,7,1082.92,480.74,1171.85,696.33,1,-1,-1,-1
15,7,1088.64,479.01,1178.75,697.58,1,-1,-1,-1
16,7,1094.58,477.02,1186.38,699.36,1,-1,-1,-1
17,7,1101.42,480.21,1192.80,700.02,1,-1,-1,-1
18,7,1108.24,484.09,1199.14,700.90,1,-1,-1,-1
19,7,1110.91,484.22,1203.60,703.19,1,-1,-1,-1
20,7,1116.63,484.25,1210.70,704.69,1,-1,-1,-1
21,7,1122.58,484.24,1217.74,705.88,1,-1,-1,-1
22,7,1128.09,482.24,1225.27,707.61,1,-1,-1,-1
23,24,891.35,508.96,932.80,606.43,1,-1,-1,-1
23,7,1133.82,483.44,1230.64,707.57,1,-1,-1,-1
24,7,1140.74,483.90,1237.34,706.86,1,-1,-1,-1
25,19,376.06,521.29,445.80,669.97,1,-1,-1,-1
25,7,1147.52,484.06,1243.19,705.89,1,-1,-1,-1
26,7,1155.44,484.77,1250.14,706.16,1,-1,-1,-1
27,7,1161.90,482.38,1257.42,708.22,1,-1,-1,-1
28,7,1169.39,480.17,1264.54,707.66,1,-1,-1,-1
29,7,1176.33,478.67,1271.89,709.40,1,-1,-1,-1
